company_id,company_name,parent_company,hq_country,hq_region,founded_year,maturity_class,ownership_type,sector,status,ceased_year,segment_primary,segment_secondary,modality_primary,unit_of_observation,temporal_granularity,spatial_scope,countries_claimed,domains_primary,domains_secondary,human_subjects,consent_model,access_model,microdata_access,evidence_level,notes
cvoter,CVoter International,NA,IND,SAS,1991,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,daily,single_region,5,public_opinion,consumer_behavior,direct,explicit_consent,subscription,none,C,Continuous Indian tracking polls
axis_my_india,Axis My India,NA,IND,SAS,2013,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,C,Indian exit polling and consumer sentiment
hansa_research,Hansa Research Group,NA,IND,SAS,1970,established,private_independent,for_profit,active,NA,field_agency,audience_measurement,face_to_face,individual,episodic,single_region,6,consumer_behavior|media_audience,NA,direct,explicit_consent,project_commission,none,C,Indian full-service fieldwork including radio audience measurement
q_and_q_research,Q and Q Research Insights,NA,IND,SAS,2015,scaleup,private_independent,for_profit,active,NA,field_agency,panel_sample,face_to_face,individual,episodic,single_region,8,consumer_behavior|health_clinical,NA,direct,explicit_consent,project_commission,none,C,South Asian fieldwork contractor
outline_india,Outline India,NA,IND,SAS,2012,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,household,episodic,single_country,1,education|health_clinical,labor_employment,direct,explicit_consent,project_commission,none,C,Development sector primary data collection
gallup_pakistan,Gallup Pakistan,NA,PAK,SAS,1980,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,open_free,none,C,Affiliate of Gallup International Association and the main Pakistani polling house
lsi_indonesia,Lembaga Survei Indonesia,NA,IDN,SEA,2003,established,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,none,C,Indonesian political survey institute
smrc_indonesia,Saiful Mujani Research and Consulting,NA,IDN,SEA,2010,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,none,C,Indonesian electoral polling
indikator_politik,Indikator Politik Indonesia,NA,IDN,SEA,2012,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,none,C,Indonesian political tracking
sws_philippines,Social Weather Stations,NA,PHL,SEA,1985,established,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,household,quarterly,single_country,1,public_opinion|labor_employment,health_clinical,direct,explicit_consent,subscription,researcher_restricted,B,Quarterly Philippine social weather series with an archived microdata catalogue
pulse_asia,Pulse Asia Research,NA,PHL,SEA,1999,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,quarterly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Philippine electoral and issue polling
cimigo,Cimigo,NA,VNM,SEA,2007,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_region,6,consumer_behavior,media_audience,direct,explicit_consent,project_commission,none,C,Vietnamese and Mekong region consumer research
q_and_me,Q and Me,Asia Plus,VNM,SEA,2013,scaleup,private_independent,for_profit,active,NA,panel_sample,field_agency,online_panel,individual,weekly,single_country,1,consumer_behavior,NA,direct,explicit_consent,subscription,commercial_only,C,Vietnamese online panel
indochina_research,Indochina Research,NA,VNM,SEA,1994,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_region,4,consumer_behavior|public_opinion,NA,direct,explicit_consent,project_commission,none,C,Vietnam Cambodia Laos and Myanmar fieldwork
deka_research,DEKA Marketing Research,NA,IDN,SEA,1993,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,consumer_behavior,media_audience,direct,explicit_consent,project_commission,none,C,Indonesian full-service fieldwork
macromill,Macromill,NA,JPN,EAS,2000,established,public_listed,for_profit,active,NA,panel_sample,survey_insights,online_panel,individual,daily,single_region,10,consumer_behavior,media_audience,direct,explicit_consent,panel_rental,commercial_only,B,Largest Japanese online panel operator
intage,INTAGE Holdings,NA,JPN,EAS,1960,established,public_listed,for_profit,active,NA,retail_pricing,survey_insights,transaction,transaction,weekly,single_region,8,prices_retail|consumer_behavior,health_clinical,indirect,contractual_third_party,subscription,commercial_only,B,Japanese consumer panel and retail measurement
nikkei_research,Nikkei Research,Nikkei,JPN,EAS,1970,established,subsidiary,for_profit,active,NA,survey_insights,field_agency,online_panel,individual,episodic,single_region,8,consumer_behavior|firmographic,public_opinion,direct,explicit_consent,project_commission,none,C,Corporate and consumer research arm of the Nikkei group
cross_marketing,Cross Marketing,NA,JPN,EAS,2003,established,public_listed,for_profit,active,NA,panel_sample,survey_insights,online_panel,individual,weekly,single_region,6,consumer_behavior,NA,direct,explicit_consent,panel_rental,commercial_only,C,Japanese online panel and research services
embrain,Embrain,NA,KOR,EAS,1998,established,private_independent,for_profit,active,NA,panel_sample,survey_insights,online_panel,individual,weekly,single_country,1,consumer_behavior|public_opinion,NA,direct,explicit_consent,panel_rental,commercial_only,C,Largest South Korean online panel
hankook_research,Hankook Research,NA,KOR,EAS,1978,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,weekly,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,C,South Korean polling and social research
realmeter,Realmeter,NA,KOR,EAS,2006,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,weekly,single_country,1,public_opinion,NA,direct,explicit_consent,subscription,none,C,Weekly South Korean political tracking
gallup_korea,Gallup Korea,NA,KOR,EAS,1974,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,weekly,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,open_free,none,C,Independent licensee running the main Korean weekly political series
horizon_china,Horizon Research Consultancy Group,NA,CHN,CHN,1992,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,C,One of the few Chinese firms with a social research tradition
ctr_china,CTR Market Research,CCTV and Kantar,CHN,CHN,1995,established,state_linked,for_profit,active,NA,audience_measurement,retail_pricing,device_passive,individual,daily,single_country,1,media_audience|consumer_behavior,prices_retail,indirect,contractual_third_party,subscription,commercial_only,C,Joint venture with state broadcaster; dominant Chinese media measurement
csm_media,CSM Media Research,CTR and Kantar,CHN,CHN,1997,established,state_linked,for_profit,active,NA,audience_measurement,NA,device_passive,household,daily,single_country,1,media_audience,NA,indirect,contractual_third_party,subscription,commercial_only,C,Chinese television audience measurement joint venture
datafolha,Datafolha,Grupo Folha,BRA,LAC,1983,established,subsidiary,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,open_free,none,B,Newspaper-owned Brazilian polling institute
ipec_brasil,Ipec Inteligencia em Pesquisa e Consultoria,NA,BRA,LAC,2021,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|media_audience,NA,direct,explicit_consent,project_commission,none,C,Successor to the Brazilian operations of Ibope Inteligencia
quaest,Quaest Pesquisa e Consultoria,NA,BRA,LAC,2010,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,subscription,none,C,Brazilian political and economic tracking
atlasintel,AtlasIntel,NA,BRA,LAC,2019,startup,private_independent,for_profit,active,NA,field_agency,survey_insights,online_panel,individual,monthly,multi_region,25,public_opinion,NA,direct,explicit_consent,subscription,none,B,Digital recruitment methodology now polling across the Americas and Europe
consulta_mitofsky,Consulta Mitofsky,NA,MEX,LAC,1994,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,monthly,single_region,10,public_opinion,NA,direct,explicit_consent,open_free,none,C,Mexican polling house with Latin American reach
enkoll,Enkoll,NA,MEX,LAC,2015,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Mexican electoral polling
buendia_marquez,Buendia y Marquez,NA,MEX,LAC,2018,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Mexican public opinion consultancy
cadem,Cadem,NA,CHL,LAC,2004,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,weekly,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,open_free,none,C,Weekly Chilean political tracking
invamer,Invamer,NA,COL,LAC,1975,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,C,Colombian polling and market research
datexco,Datexco,NA,COL,LAC,1996,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Colombian opinion polling
cid_gallup,CID Gallup,NA,CRI,LAC,1977,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,episodic,single_region,12,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,C,Central American and Caribbean fieldwork specialist
poliarquia,Poliarquia Consultores,NA,ARG,LAC,1985,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Argentine political research
latinobarometro,Latinobarometro,NA,CHL,LAC,1995,established,nonprofit,nonprofit,active,NA,survey_insights,field_agency,face_to_face,individual,annual,single_region,17,public_opinion,NA,direct,explicit_consent,open_free,open,B,Annual regional series with open microdata; fieldwork subcontracted nationally
lapop,LAPOP Lab,Vanderbilt University,USA,NOAM,2004,established,academic,academic,active,NA,survey_insights,field_agency,face_to_face,individual,episodic,single_region,26,public_opinion|conflict_security,migration_displacement,direct,explicit_consent,open_free,open,B,AmericasBarometer covering the hemisphere with fully open microdata
